,momentum,residual_momentum,low_volatility,low_beta,reversal
1999-01-29,0.5403088352340111,1.0636507216088946,0.9985640973979212,1.1958691374783343,0.4295085385077253
1999-02-26,0.6887514638786745,1.0100637682198774,0.8613116185817318,1.0383213259006434,0.6286292324933409
1999-03-31,0.5804460963873833,0.7424074941946478,0.8031244536333416,0.9082130246905048,0.5766097950094526
1999-04-30,1.1544470888504808,1.0800792797940817,0.5397424303474339,0.4313250958677406,0.7470188649945461
1999-05-28,0.9915023734448782,1.1819509139370061,0.36346709769185787,0.5237649348456959,0.613546581271864
1999-06-30,0.6814852890580791,1.0254999338799173,0.7462427831544276,0.8750035934215564,0.756274738839386
1999-07-30,0.9241874348866758,1.2325119530820796,0.34905044711808736,0.5544581789435156,0.46040153623426655
1999-08-31,0.3870983059455837,1.094696339905554,0.4008324200643027,0.6734546086090287,0.699584960399974
1999-09-30,0.4028179009366408,1.0466041406333655,0.4710623745205457,0.5460940881393818,0.595865019621919
1999-10-29,0.4415211656555719,0.9626002329238713,0.3668429664116913,0.5377866848982349,0.7780524939561998
1999-11-30,0.4224133337390016,0.9234685697062085,0.5521696817129476,0.7234264849051784,0.6690155162468487
1999-12-31,0.4533946513821928,0.9702846399225131,0.6148807945148332,0.6032985321857317,0.49632531869121643
2000-01-31,0.8198711662824838,1.333534350414032,0.22810320981924145,0.561543822650436,0.703683235856742
2000-02-29,0.2605243679813391,1.068877468654241,0.5838885837789426,0.8850809482162756,0.5674048994128401
2000-03-31,0.9497359226321826,1.1204579296145363,0.1168413205994778,0.1906747673426792,1.0801893982521782
2000-04-28,1.1344711119885544,1.1574334159244517,-0.1735460571957291,-0.34416578247179436,0.9184025619895297
2000-05-31,1.105019233898864,1.2259060150514074,-0.12298703321958014,-0.2936707040311812,0.8237538198408003
2000-06-30,0.4562388212057037,0.8790266821080466,0.6020166127482098,0.5348988636132492,0.47870918023309883
2000-07-31,0.8701939808780266,1.0912106589912887,0.05233154378279845,0.2279184117485679,0.6759645918698575
2000-08-31,0.19020430897881255,0.7425535884859621,0.5852704175219158,0.6384410599250041,0.8950376350989931
2000-09-29,0.8555671029539919,1.2062197427978605,0.2268042351963763,0.1449031907439268,0.4152023255907981
2000-10-31,0.9716728601260792,1.2928978263898097,0.5449552462689803,0.6627423439568758,0.7226399328855002
2000-11-30,1.1170728264978367,1.3763691693963647,0.5332231967459286,0.6437282940826495,0.05816961050334242
2000-12-29,1.2681943118219579,1.302505354716005,0.6319950340736753,0.7252589474245209,0.3886917762157013
2001-01-31,1.3726309475200231,1.2544059279867812,0.6142037157305382,0.7674269650146194,0.8033140244562498
2001-02-28,1.4658629906691616,1.4040392546572764,0.5670501160602148,0.6169663019528747,-0.21413492244756507
2001-03-30,1.4774767568582416,1.3330915923151059,0.6030115193139868,0.7492604085499096,-0.023213256049504194
2001-04-30,1.2899239885519196,1.275686523156198,0.5415137880446828,0.6517970133143302,0.8038284215551906
2001-05-31,1.5169695914284373,1.33909343423626,0.5026849009892659,0.6751907708262017,0.44458637714889265
2001-06-29,1.216049610309172,1.1256719123471108,0.558769650461982,0.7279404737529903,0.7116692274058879
2001-07-31,1.350230947789777,1.296457669504831,0.5601749285660038,0.6695032339769358,0.5883274243163078
2001-08-31,1.423081117986552,1.403204158767577,0.48004181637381466,0.4415602653167089,-0.015734819961140237
2001-09-28,1.4198705293754592,1.451205985471185,0.3749376025557419,0.23795374659527851,0.11275276392257302
2001-10-31,1.3916043803699039,1.29281581878473,0.6054816005532152,0.6323716289523451,0.715397806871596
2001-11-30,1.3222261611975314,1.2055349407448264,0.6219775047145227,0.6710261599749775,0.810784558745429
2001-12-31,1.5081919943658433,1.3883678829221748,0.4393274018075174,0.5098476609977091,0.46480813826959577
2002-01-31,1.4151225359619128,1.3425898843193702,0.6430126206791432,0.5868663565941353,0.23626718417314482
2002-02-28,1.324989465149283,1.2403099010094076,0.5667357878478152,0.6665949479426722,0.2004924397952636
2002-03-28,1.4536959141960775,1.3917975637894342,0.6316669323128725,0.580318917412744,0.7629826867115432
2002-04-30,1.295632737513775,1.339198974269885,0.5331136755141882,0.7105518372508566,-0.057704519553626814
2002-05-31,1.4845786574788746,1.2657092813738986,0.5524566024124138,0.7556913910897948,0.06860189703943273
2002-06-28,1.4563755897950734,1.3473969522649563,0.3507390036165684,0.6928833311031868,0.250388957695983
2002-07-31,1.3554655691754274,1.2883470315080268,0.43264015816450724,0.7562971775510032,0.3932193049330432
2002-08-30,1.3775413180209217,1.2133210988660108,0.6685971021519416,0.8269470419550529,0.37250034106414964
2002-09-30,1.0408134163421086,1.22449596918663,0.5150782360026315,0.6428771020867233,0.24758458215220572
2002-10-31,1.2405550482866095,1.1515925103419786,0.5746802198446931,0.8909571350688537,0.9442122821923254
2002-11-29,1.323659754822013,1.2253550025387703,0.7311951223775642,0.9143190413854676,0.9079445958830217
2002-12-31,1.1706450377981488,1.1259083675884036,0.6274468182978806,0.6658183821253243,0.0840976345114335
2003-01-31,1.197893445829134,1.0256534335809635,0.7343373098233253,0.9467518643530166,0.40556669350190744
2003-02-28,1.2187556915356859,0.8106170505632944,0.6351402856925694,0.8710129863766408,0.42840287784340364
2003-03-31,1.2864738543572196,0.7747799460005858,0.6118955498462166,0.7583633086494331,0.6229093385638814
2003-04-30,1.3937770189363692,0.7648909906399705,0.6617660536170499,0.8843783814370001,1.013030396066547
2003-05-30,1.1736976167052888,0.7766993777890444,0.665879189488007,0.7538739881604212,0.8778145077575835
2003-06-30,1.043987701472013,0.7470104440698859,0.5555655199077795,0.8205564870784113,0.46276378849741584
2003-07-31,0.9632314672759793,1.0081577273749283,0.37303814253262885,0.8252685868470063,0.9028182009224777
2003-08-29,0.7952114447257299,0.8754714740816786,0.5091661474578555,0.7375646384930196,0.7056991677879989
2003-09-30,0.6007864477395982,0.9544139735856556,0.18147324987033656,0.3790765432408568,0.5920002224239073
2003-10-31,0.5145859897359607,1.0396651170786053,0.45729414891268,0.8832250659891016,0.8163916512453911
2003-11-28,0.638337756517248,0.9563070453970667,0.5678234177185328,0.9578677164537224,0.31686653425653843
2003-12-31,1.1076929377994351,1.2627631754730706,0.05294094481701793,0.3766776736701884,0.9702250691260408
2004-01-30,0.5248943329670989,1.1211723062620684,0.4600282466314244,0.8375459348506278,0.6862591838554943
2004-02-27,0.6742258164737434,1.1998225119449386,0.18558231865039604,0.5816244095428013,0.5361541830184279
2004-03-31,0.652713527752023,1.410004011541752,0.23235636451561928,0.42756054546863004,0.735696074275875
2004-04-30,0.7084449523065339,1.1868018778387852,0.3131973945022526,0.6352776109473945,0.7701779451460751
2004-05-28,0.8174732895501592,1.1950288565165736,0.41552986352656396,0.5472464979165381,0.7830109166423281
2004-06-30,0.6290255125762468,1.1196160460534577,0.4862324595547422,0.586434726574413,0.5343517221877665
2004-07-30,1.00156781254071,1.3471890597985003,0.21504441870683627,0.45905681936499354,0.4903489782929034
2004-08-31,0.9039516796372601,1.2438687325724431,0.5300074713361218,0.6678650010916738,0.4217104553038089
2004-09-30,0.40759210475013535,1.1128878364082262,0.6889822825078411,0.8253665768655203,0.7085921294055157
2004-10-29,0.9953885843869072,1.385979026123449,0.3359368495661495,0.597269666721405,0.6139305233196217
2004-11-30,0.8447151122649872,1.1650825214634513,0.6051168411889157,0.7680591328023253,0.3947960826253599
2004-12-31,0.8146871248306222,1.255245706743171,0.41666161732706825,0.6592749641127478,0.8201511426568343
2005-01-31,0.932706191823532,1.308834872421775,0.33818108273146463,0.3735424433315717,0.6494826737568268
2005-02-28,0.5754375244740869,1.0176629621499054,0.6321683389465099,0.7359114567077677,0.46583987887245953
2005-03-31,0.9258855791217291,1.353360424746308,0.4204465257796108,0.5838824917265294,0.30306516613539214
2005-04-29,1.1556758085934855,1.3784285608413693,-0.015033779519026385,0.451997547096694,0.7342985791383775
2005-05-31,1.0556784451315133,1.2902791025251987,0.6041837479956637,0.8215998246694249,0.7808988474193083
2005-06-30,0.7408030508108339,1.1299886061812139,0.769281745924862,0.9201045743336802,0.12321969341664439
2005-07-29,0.9814197864893943,1.2100986993300276,0.6042203059943357,0.7774124486503701,0.6751576254250499
2005-08-31,0.8161986564164856,1.3165938103212271,0.37953463236856266,0.5230731123276653,0.5814446222907892
2005-09-30,0.6238463994113455,1.0616406189936631,0.54823656879293,0.8516743666938347,0.43135616362413615
2005-10-31,0.9787431543419655,1.3586816750478588,0.24719277045378565,0.38047799539222,0.8216648215829472
2005-11-30,0.7812406524014879,1.1171704362237098,0.5439877231547297,0.6511231808527621,1.0166267713371113
2005-12-30,0.8545783748585505,1.3221167957800395,0.4509420512225378,0.5629772793209827,0.8043964659514088
2006-01-31,0.7061360332210342,1.2097988453030664,0.46791445715492225,0.7420319443859913,0.6027176248314965
2006-02-28,0.8577634957053737,1.1816415056126583,0.22005856020568287,0.43869497566714344,0.8604429387525744
2006-03-31,0.7567698234109612,1.2403945297661136,0.4746011186562534,0.5030270171881469,0.8302068981097469
2006-04-28,0.8372270218015108,1.3123481777639634,0.20549553880586557,0.3722471317456122,1.0309780799916555
2006-05-31,1.0124081455966965,1.4550733456848128,0.2279520046134173,0.2235716192335042,0.6736649451499079
2006-06-30,0.7328097897473619,1.259654822739561,0.4078438158097008,0.471969342276678,0.6291612834306552
2006-07-31,0.7102512874216653,1.2146480274581841,0.5709942343180998,0.475316220436838,0.5716350087219595
2006-08-31,0.9422931454265726,1.2931762322198348,0.6910285146780442,0.5386226805211712,0.58077322960359
2006-09-29,1.057366551422482,1.2228796573542131,0.7123086580098194,0.7282490347215498,0.5514973235333474
2006-10-31,0.9946812387080735,1.1697264268539656,0.5885253232307804,0.6623776508066929,0.7996710126709964
2006-11-30,1.001796944959662,1.361611546755427,0.6619974930854228,0.733099254236801,0.7092579447587258
2006-12-29,1.1318429878238967,1.3648935054833373,0.6242198865854934,0.7463597800342585,0.22329612924878683
2007-01-31,0.9581752841820526,1.3758594679215255,0.884957255235372,0.9804336521944291,0.6716782241701288
2007-02-28,1.0269245728810161,1.4301628093435992,0.7548435643684427,0.8179773438471492,0.7934954984073394
2007-03-30,1.0152551177497726,1.3827963560829424,0.8970904659200135,0.9780835478999023,0.13108689805738102
2007-04-30,1.186720750782842,1.5061028907088712,0.8701935716866797,1.0788013259857367,0.482688823694443
2007-05-31,1.1075489365939764,1.5097817088170367,0.9056496886628271,1.1112552538344949,0.9141264540440144
2007-06-29,1.0238881300775529,1.4372278272746597,0.7251581562847809,0.9098989528470315,0.6527570287768484
2007-07-31,1.107393943145641,1.4356382347881218,0.3033034505109606,0.5924102161164533,0.5746049898963108
2007-08-31,0.8373853286474178,1.32671800686327,0.663917403702895,0.7878880466127831,0.4834664474794671
2007-09-28,0.6080067581245179,1.1912771871203078,0.6848980674963028,0.8729049407696978,0.5929978634914013
2007-10-31,0.7780584643047964,1.182995634548951,0.6107087903791282,0.8366965766638647,0.46618499251163165
2007-11-30,0.9930604306113645,1.4394014773690114,0.5498953558694609,0.6595346232393231,0.17060255331420718
2007-12-31,0.8311041286403629,1.1260267684032306,0.7425307630097029,1.0180452888222673,0.37729271201000886
2008-01-31,1.1103104265895722,1.2356383994815683,0.5679726537015072,0.693241794973879,0.8862923247698502
2008-02-29,0.9565927360238107,1.106507362486138,0.8032320474153546,0.9507876045057301,0.39578408825701805
2008-03-31,1.172108773738891,1.2922616978687307,0.5180368033525015,0.7838197031352265,0.6100974304488835
2008-04-30,1.0351413373580638,1.3302024999530824,0.8448302376345123,0.8572146369014022,0.466932410148234
2008-05-30,1.1815432714861103,1.313238935756632,0.7393575439522294,0.8019208100202189,0.38265583724841373
2008-06-30,1.0096220559177282,1.2959383622666938,0.7731723874025228,0.7621205496168141,-0.2752129597848076
2008-07-31,1.7295756228632715,1.6451710620997846,0.29132823330926816,0.6239452499921975,1.1628516487570433
2008-08-29,1.3950157167047332,1.3691236970591028,0.45616874511880756,0.7652795777874501,0.6012628140140226
2008-09-30,1.5763219987742059,1.4667131044988149,0.325388525222866,0.5158424705142687,0.3362297722148185
2008-10-31,1.3763902588500978,1.1644954397080511,0.8806186012903019,1.078174331805775,-0.00259278192008962
2008-11-28,1.5556101482600029,1.1022302582964452,0.8433229231833754,0.9936230720085338,0.32011464514839855
2008-12-31,1.5302802721420186,1.0084876130196834,1.0516951226846536,1.15588915817121,0.7688121535927154
2009-01-30,1.5858321818716128,1.1096065249168048,0.9313422548326385,1.035653946564822,0.18253580576047543
2009-02-27,1.5253315829845038,1.1568355052980277,0.9792099749052118,1.061890404754214,-0.1994351858439081
2009-03-31,1.5563309553580813,0.8967498986574233,1.0038159871751264,1.1443476289792598,0.997997973124253
2009-04-30,1.5090005188023998,1.0126407875412247,0.9286819942411612,1.0654504259330504,0.8970043476656924
2009-05-29,1.5062958331078529,1.1428843264797344,0.6730471692906546,0.7444136780163799,0.8551211221769428
2009-06-30,1.398966951656392,0.8764762295131543,0.6789596882820184,0.767925345899175,0.09918802005701129
2009-07-31,1.2865207000216874,0.5857155820573926,0.9171332346354047,1.0385790388568046,0.7156466332143324
2009-08-31,1.3298518818829859,0.8546892835265404,0.7624374736869609,0.8765330880864853,0.6784504041009466
2009-09-30,1.3207824233516454,1.0261924078647258,0.5502701080823289,0.6514603901545636,0.7628726132679439
2009-10-30,1.454239423635063,1.4373834564474515,0.1442973639590059,0.22557848323030896,0.6798405701966108
2009-11-30,1.3273190656822578,1.328529297068132,0.1099665956982409,0.28830469892047283,0.7820490992168464
2009-12-31,1.383869639162924,1.3458489466505559,0.28614138881424644,0.45246712007462375,0.4160591338823013
2010-01-29,1.612253316241156,1.4219026817841862,-0.05610587277439925,0.1478622551713599,0.9670102432209535
2010-02-26,1.1871534162820074,1.3740807453231203,-0.06604471745552765,0.1546200313774637,0.9295802507726466
2010-03-31,0.6278458510850848,1.2182253023032117,0.4167748372798267,0.5549678606110644,0.7619525385296454
2010-04-30,0.320419463571899,1.3284427758116775,0.7133238731375561,0.9198996304910622,0.8531013220041624
2010-05-28,0.6363333811404381,1.3481802623698798,0.5410092714961612,0.44653790129251414,0.4044441284889632
2010-06-30,0.6715286590238452,1.2384377277988317,0.3912190256980286,0.41506642337871474,0.7149462117407568
2010-07-30,0.7590467021415919,1.1933798716521014,0.7527216065054916,0.9245086548168576,1.1378090527043203
2010-08-31,0.8510574607622423,1.3940294299389198,0.6298712191542366,0.6453877148119308,0.14237921219455615
2010-09-30,0.9346066660805296,1.3837364615097756,1.137979352472837,1.2007178043555855,1.1398482519388105
2010-10-29,0.7030002567514538,1.2951061611627652,1.0307749370556647,1.1054951971861162,0.37013466506884485
2010-11-30,0.6778670518861679,1.435674645041239,1.0370659027302673,1.1060600844364075,0.5871075428497606
2010-12-31,0.8426241262190944,1.2328316020782701,0.785916153260664,0.977183060788894,0.9612995408105963
2011-01-31,0.7461025461709864,1.3633738337182497,0.7262650853595457,0.8953709150544937,1.02949444705962
2011-02-28,0.4862569445106241,1.21625210881141,0.8515731568120392,0.9218787811843895,0.7192765887727909
2011-03-31,0.5802034993170373,1.1514863082965079,0.9240777041144891,0.9118873407647109,0.4961196754918219
2011-04-29,1.1188812052104786,1.3737829410525133,0.6302420759678034,0.7459946133329762,0.39724687557634236
2011-05-31,1.024720681503923,1.440298565161428,0.5334558189060931,0.5462749347570198,0.520984805476669
2011-06-30,0.6039886178024729,1.3162970659189768,0.7638715594562782,0.9019198531456715,0.5244419842219189
